# ts_version: 01
# Year: 2015
# Day: 311
# Hour: 17
# Minute: 00
# Second: 00
# SW dynamic pressure: 2.6
# SW velocity: 700.0
# IMF By: -1.3
# IMF Bz: 3.9
# Dst: -34.0
# DIR: 1
# Geographic Geocentric Latitude: 69.65
# Longitude: 18.955
# Xgsm: 1.
# Ygsm: 1.
# Zgsm: 1.
 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -1.144   2.353   2.350   3.516      352.95     -995.24     -307.28     1099.78
  -1.147   2.362   2.353   3.525      350.02     -987.64     -302.68     1090.67
  -1.150   2.371   2.355   3.534      347.13     -980.12     -298.14     1081.67
  -1.154   2.380   2.358   3.543      344.27     -972.67     -293.66     1072.77
  -1.157   2.389   2.361   3.552      341.44     -965.29     -289.25     1063.97
  -1.160   2.398   2.363   3.561      338.65     -957.98     -284.89     1055.26
  -1.163   2.407   2.366   3.570      335.88     -950.75     -280.59     1046.64
  -1.166   2.416   2.369   3.579      333.14     -943.58     -276.36     1038.12
  -1.170   2.425   2.371   3.588      330.43     -936.49     -272.18     1029.70
  -1.173   2.434   2.374   3.597      327.75     -929.46     -268.05     1021.36
  -1.176   2.443   2.377   3.606      325.10     -922.50     -263.99     1013.11
  -1.179   2.452   2.379   3.615      322.48     -915.61     -259.98     1004.95
  -1.182   2.462   2.382   3.624      319.88     -908.79     -256.02      996.88
  -1.186   2.471   2.384   3.633      317.31     -902.03     -252.12      988.90
  -1.189   2.480   2.387   3.642      314.77     -895.34     -248.27      981.00
  -1.192   2.489   2.390   3.650      312.26     -888.71     -244.47      973.18
  -1.195   2.498   2.392   3.659      309.77     -882.15     -240.73      965.45
  -1.199   2.507   2.395   3.668      307.31     -875.64     -237.03      957.80
  -1.202   2.516   2.397   3.677      304.88     -869.20     -233.38      950.23
  -1.205   2.525   2.399   3.686      302.47     -862.82     -229.79      942.74
  -1.208   2.535   2.402   3.695      300.08     -856.50     -226.24      935.32
  -1.211   2.544   2.404   3.704      297.72     -850.24     -222.74      927.99
  -1.215   2.553   2.407   3.713      295.39     -844.04     -219.28      920.73
  -1.218   2.562   2.409   3.722      293.08     -837.90     -215.88      913.55
  -1.221   2.571   2.411   3.731      290.79     -831.81     -212.51      906.44
  -1.224   2.580   2.414   3.739      288.52     -825.79     -209.20      899.41
  -1.227   2.590   2.416   3.748      286.28     -819.82     -205.92      892.45
  -1.231   2.599   2.418   3.757      284.07     -813.90     -202.69      885.56
  -1.234   2.608   2.421   3.766      281.87     -808.04     -199.51      878.74
  -1.237   2.617   2.423   3.775      279.70     -802.23     -196.36      871.99
  -1.240   2.626   2.425   3.784      277.55     -796.48     -193.26      865.31
  -1.243   2.636   2.427   3.793      275.42     -790.78     -190.20      858.70
  -1.247   2.645   2.430   3.802      273.31     -785.13     -187.18      852.16
  -1.250   2.654   2.432   3.810      271.23     -779.54     -184.20      845.68
  -1.253   2.663   2.434   3.819      269.16     -773.99     -181.25      839.27
  -1.256   2.673   2.436   3.828      267.12     -768.50     -178.35      832.92
  -1.259   2.682   2.438   3.837      265.10     -763.06     -175.49      826.64
  -1.263   2.691   2.440   3.846      263.09     -757.67     -172.66      820.42
  -1.266   2.700   2.442   3.855      261.11     -752.32     -169.87      814.26
  -1.269   2.709   2.444   3.864      259.15     -747.03     -167.12      808.17
  -1.272   2.719   2.447   3.872      257.20     -741.78     -164.40      802.13
  -1.275   2.728   2.449   3.881      255.28     -736.58     -161.72      796.16
  -1.279   2.737   2.451   3.890      253.37     -731.43     -159.07      790.24
  -1.282   2.746   2.453   3.899      251.49     -726.32     -156.46      784.39
  -1.285   2.756   2.455   3.908      249.62     -721.26     -153.88      778.59
  -1.288   2.765   2.457   3.917      247.77     -716.24     -151.34      772.85
  -1.292   2.774   2.458   3.925      245.94     -711.27     -148.82      767.17
  -1.295   2.784   2.460   3.934      244.13     -706.35     -146.35      761.54
  -1.298   2.793   2.462   3.943      242.33     -701.46     -143.90      755.97
  -1.301   2.802   2.464   3.952      240.56     -696.62     -141.49      750.45
  -1.304   2.811   2.466   3.961      238.80     -691.83     -139.10      744.98
  -1.308   2.821   2.468   3.969      237.05     -687.07     -136.75      739.57
  -1.311   2.830   2.470   3.978      235.33     -682.36     -134.43      734.21
  -1.314   2.839   2.472   3.987      233.62     -677.69     -132.14      728.91
  -1.317   2.849   2.473   3.996      231.92     -673.06     -129.87      723.65
  -1.320   2.858   2.475   4.005      230.25     -668.47     -127.64      718.45
  -1.324   2.867   2.477   4.013      228.59     -663.93     -125.44      713.29
  -1.327   2.876   2.479   4.022      226.94     -659.42     -123.26      708.19
  -1.330   2.886   2.480   4.031      225.31     -654.95     -121.11      703.13
