 XGSM    YGSM   ZGSM    R    BXGSM   BYGSM   BZGSM   B
 [Re]    [Re]   [Re]   [Re]  [nT]    [nT]   [nT]   [nT]
  -2.486  -1.227   2.768   3.917      728.46      397.75     -486.62      962.11
  -2.494  -1.231   2.773   3.927      723.48      395.14     -482.34      955.10
  -2.501  -1.235   2.778   3.937      718.54      392.56     -478.11      948.15
  -2.509  -1.239   2.783   3.946      713.66      390.00     -473.92      941.28
  -2.517  -1.243   2.788   3.956      708.82      387.46     -469.77      934.47
  -2.524  -1.247   2.793   3.966      704.02      384.95     -465.68      927.73
  -2.532  -1.251   2.798   3.975      699.27      382.46     -461.63      921.06
  -2.539  -1.256   2.803   3.985      694.57      379.98     -457.62      914.45
  -2.547  -1.260   2.808   3.995      689.91      377.54     -453.65      907.91
  -2.554  -1.264   2.813   4.004      685.29      375.11     -449.73      901.44
  -2.562  -1.268   2.818   4.014      680.72      372.70     -445.85      895.02
  -2.570  -1.272   2.823   4.024      676.19      370.32     -442.02      888.67
  -2.577  -1.276   2.828   4.033      671.70      367.95     -438.22      882.39
  -2.585  -1.281   2.833   4.043      667.25      365.61     -434.47      876.16
  -2.593  -1.285   2.838   4.053      662.85      363.28     -430.75      869.99
  -2.600  -1.289   2.843   4.062      658.48      360.98     -427.08      863.89
  -2.608  -1.293   2.847   4.072      654.16      358.70     -423.45      857.84
  -2.615  -1.297   2.852   4.082      649.87      356.43     -419.85      851.85
  -2.623  -1.301   2.857   4.091      645.63      354.19     -416.29      845.92
  -2.631  -1.306   2.862   4.101      641.42      351.96     -412.77      840.05
  -2.638  -1.310   2.867   4.111      637.26      349.76     -409.29      834.23
  -2.646  -1.314   2.872   4.120      633.13      347.57     -405.85      828.47
  -2.654  -1.318   2.877   4.130      629.04      345.40     -402.44      822.77
  -2.661  -1.322   2.882   4.140      624.98      343.25     -399.07      817.12
  -2.669  -1.327   2.887   4.149      620.97      341.12     -395.73      811.52
  -2.677  -1.331   2.892   4.159      616.98      339.01     -392.43      805.97
  -2.684  -1.335   2.896   4.169      613.04      336.91     -389.16      800.48
  -2.692  -1.339   2.901   4.178      609.13      334.83     -385.93      795.04
  -2.700  -1.344   2.906   4.188      605.26      332.77     -382.73      789.65
  -2.707  -1.348   2.911   4.198      601.42      330.72     -379.56      784.31
  -2.715  -1.352   2.916   4.207      597.61      328.70     -376.43      779.03
  -2.723  -1.356   2.921   4.217      593.84      326.69     -373.33      773.79
  -2.730  -1.360   2.925   4.226      590.11      324.69     -370.26      768.60
  -2.738  -1.365   2.930   4.236      586.40      322.72     -367.22      763.46
  -2.746  -1.369   2.935   4.246      582.73      320.76     -364.22      758.36
  -2.753  -1.373   2.940   4.255      579.09      318.81     -361.24      753.32
  -2.761  -1.377   2.945   4.265      575.49      316.89     -358.30      748.32
  -2.769  -1.382   2.949   4.275      571.91      314.97     -355.38      743.36
  -2.776  -1.386   2.954   4.284      568.37      313.08     -352.50      738.45
  -2.784  -1.390   2.959   4.294      564.86      311.20     -349.64      733.59
  -2.792  -1.394   2.964   4.304      561.37      309.33     -346.82      728.77
  -2.799  -1.399   2.969   4.313      557.92      307.48     -344.02      724.00
  -2.807  -1.403   2.973   4.323      554.50      305.64     -341.25      719.27
  -2.815  -1.407   2.978   4.333      551.11      303.82     -338.51      714.58
  -2.823  -1.411   2.983   4.342      547.75      302.02     -335.80      709.93
  -2.830  -1.416   2.988   4.352      544.42      300.23     -333.11      705.33
  -2.838  -1.420   2.992   4.362      541.11      298.45     -330.46      700.77
  -2.846  -1.424   2.997   4.371      537.84      296.69     -327.82      696.25
  -2.853  -1.428   3.002   4.381      534.59      294.94     -325.22      691.77
  -2.861  -1.433   3.006   4.391      531.37      293.20     -322.64      687.33
  -2.869  -1.437   3.011   4.400      528.18      291.48     -320.09      682.93
  -2.877  -1.441   3.016   4.410      525.02      289.78     -317.56      678.57
  -2.884  -1.445   3.020   4.419      521.88      288.08     -315.05      674.25
